"Woonplaats";"WoonplaatsCode";"Gemeente";"GemeenteCode";"Provincie";"ProvincieCode";"Landsdeel";"LandsdeelCode"
"Boesingheliede";"WP1615";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Boijl";"WP1721";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Boksum";"WP2726";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Bolsward";"WP2079";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Den Bommel";"WP2132";"Goeree-Overflakkee";"GM1924";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Bontebok";"WP2193";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Boornbergum";"WP3275";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Boornzwaag";"WP2485";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Borculo";"WP1659";"Berkelland";"GM1859";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Borger";"WP1782";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Borgercompagnie";"WP2275";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Borgercompagnie";"WP1242";"Veendam";"GM0047";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Borgsweer";"WP3233";"Delfzijl";"GM0010";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Born";"WP2808";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Borne";"WP3511";"Borne";"GM0147";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Bornerbroek";"WP1926";"Almelo";"GM0141";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Bornwird";"WP3389";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Borssele";"WP1252";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Bosch en Duin";"WP2823";"Zeist";"GM0355";"Utrecht";"PV26";"West-Nederland";"LD03"
"Boschoord";"WP3105";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Boskoop";"WP2998";"AlphenaandenRijn";"GM0484";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Bosschenhoofd";"WP1249";"Halderberge";"GM1655";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Botlek Rotterdam";"WP3080";"Rotterdam";"GM0599";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Bourtange";"WP2294";"Westerwolde";"GM1950";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Bovenkarspel";"WP1102";"StedeBroec";"GM0532";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Boven-Leeuwen";"WP1770";"WestMaasenWaal";"GM0668";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Bovensmilde";"WP3007";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Boxmeer";"WP1215";"Boxmeer";"GM0756";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Boxtel";"WP2439";"Boxtel";"GM0757";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Braamt";"WP2204";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Brakel";"WP2628";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Brandwijk";"WP1981";"Molenlanden";"GM1978";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Brantgum";"WP3390";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Breda";"WP3622";"Breda";"GM0758";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Bredevoort";"WP1194";"Aalten";"GM0197";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Breedenbroek";"WP1587";"OudeIJsselstreek";"GM1509";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Breezand";"WP3186";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Breezanddijk";"WP2303";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Breskens";"WP2965";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Breukelen";"WP1392";"StichtseVecht";"GM1904";"Utrecht";"PV26";"West-Nederland";"LD03"
"Breukeleveen";"WP3004";"Wijdemeren";"GM1696";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Brielle";"WP2368";"Brielle";"GM0501";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Briltil";"WP2115";"Westerkwartier";"GM1969";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Britsum";"WP3225";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Britswert";"WP2012";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Broek";"WP2486";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Broek in Waterland";"WP1940";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Broek op Langedijk";"WP1116";"Langedijk";"GM0416";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Broekhuizen";"WP1027";"HorstaandeMaas";"GM1507";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Broekhuizen";"WP1086";"Meppel";"GM0119";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Broekhuizenvorst";"WP1028";"HorstaandeMaas";"GM1507";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Broekland";"WP1497";"Raalte";"GM0177";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Broeksterwâld";"WP3265";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Bronkhorst";"WP1530";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Bronneger";"WP1783";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Bronnegerveen";"WP1784";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Brouwershaven";"WP2674";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Bruchem";"WP2629";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Brucht";"WP1542";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Bruchterveld";"WP3609";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Bruinehaar";"WP3320";"Twenterand";"GM1700";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Bruinisse";"WP2675";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Brummen";"WP1111";"Brummen";"GM0213";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Brunssum";"WP2849";"Brunssum";"GM0899";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Bruntinge";"WP3008";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Buchten";"WP2809";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Budel";"WP1571";"Cranendonck";"GM1706";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Budel-Dorplein";"WP1573";"Cranendonck";"GM1706";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Budel-Schoot";"WP1572";"Cranendonck";"GM1706";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Buggenum";"WP2941";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Buinen";"WP1785";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Buinerveen";"WP1786";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Buitenkaag";"WP1607";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Buitenpost";"WP3175";"Achtkarspelen";"GM0059";"Friesland";"PV21";"Noord-Nederland";"LD01"
"De Bult";"WP2697";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Bunde";"WP1461";"Meerssen";"GM0938";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Bunne";"WP2914";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Bunnik";"WP2603";"Bunnik";"GM0312";"Utrecht";"PV26";"West-Nederland";"LD03"
"Bunschoten-Spakenburg";"WP2237";"Bunschoten";"GM0313";"Utrecht";"PV26";"West-Nederland";"LD03"
"Burdaard";"WP3200";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Buren";"WP2589";"Ameland";"GM0060";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Buren";"WP3372";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Den Burg";"WP2740";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Burgerbrug";"WP2762";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Burgerveen";"WP1603";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Burgh-Haamstede";"WP2676";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Burgum";"WP2451";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Burgwerd";"WP2304";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Burum";"WP3308";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Bussum";"WP1331";"GooiseMeren";"GM1942";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Buurmalsen";"WP3532";"WestBetuwe";"GM1960";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Buurmalsen";"WP3373";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Cadier en Keer";"WP1692";"Eijsden-Margraten";"GM1903";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Cadzand";"WP2964";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Callantsoog";"WP2757";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Capelle aan den IJssel";"WP1105";"CapelleaandenIJssel";"GM0502";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Castelre";"WP2885";"Baarle-Nassau";"GM0744";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Castenray";"WP2328";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Casteren";"WP1067";"Bladel";"GM1728";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Castricum";"WP2268";"Castricum";"GM0383";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Chaam";"WP3433";"Alphen-Chaam";"GM1723";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Clinge";"WP3092";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"De Cocksdorp";"WP2737";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Coevorden";"WP2147";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Colijnsplaat";"WP3190";"Noord-Beveland";"GM1695";"Zeeland";"PV29";"West-Nederland";"LD03"
"Collendoorn";"WP1544";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Colmschate";"WP2855";"Deventer";"GM0150";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Cornwerd";"WP2305";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Cothen";"WP1304";"WijkbijDuurstede";"GM0352";"Utrecht";"PV26";"West-Nederland";"LD03"
"Creil";"WP1281";"Noordoostpolder";"GM0171";"Flevoland";"PV24";"Oost-Nederland";"LD02"
"Cromvoirt";"WP1620";"Vught";"GM0865";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Cruquius";"WP1612";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Cuijk";"WP1450";"Cuijk";"GM1684";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Culemborg";"WP2052";"Culemborg";"GM0216";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Daarle";"WP1038";"Hellendoorn";"GM0163";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Daarlerveen";"WP1039";"Hellendoorn";"GM0163";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Dalem";"WP2300";"Gorinchem";"GM0512";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Dalen";"WP2148";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dalerpeel";"WP2149";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dalerveen";"WP2150";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dalfsen";"WP1237";"Dalfsen";"GM0148";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Dalmsholte";"WP2550";"Ommen";"GM0175";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Damwâld";"WP3266";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Darp";"WP3106";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dearsum";"WP2526";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Dedemsvaart";"WP1546";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Dedgum";"WP2306";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Deelen";"WP2773";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Deest";"WP2903";"Druten";"GM0225";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Deil";"WP3217";"WestBetuwe";"GM1960";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Deinum";"WP2727";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Delden";"WP1440";"HofvanTwente";"GM1735";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Delfgauw";"WP1143";"Pijnacker-Nootdorp";"GM1926";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Delfstrahuizen";"WP2240";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Delft";"WP2138";"Delft";"GM0503";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Delfzijl";"WP3234";"Delfzijl";"GM0010";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Delwijnen";"WP2630";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Demen";"WP3260";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Denekamp";"WP1408";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Deurne";"WP1774";"Deurne";"GM0762";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Deurningen";"WP1409";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Deurningen";"WP1669";"Oldenzaal";"GM0173";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Deursen-Dennenburg";"WP3256";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Deurze";"WP1154";"AaenHunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Deventer";"WP2856";"Deventer";"GM0150";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Didam";"WP2205";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Dieden";"WP3259";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Diemen";"WP2144";"Diemen";"GM0384";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Diepenheim";"WP1441";"HofvanTwente";"GM1735";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Diepenveen";"WP2857";"Deventer";"GM0150";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Dieren";"WP1504";"Rheden";"GM0275";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Diessen";"WP1308";"Hilvarenbeek";"GM0798";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Diever";"WP3107";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dieverbrug";"WP3108";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Diffelen";"WP1548";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Dijken";"WP2487";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Dinteloord";"WP1402";"Steenbergen";"GM0851";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Dinxperlo";"WP1196";"Aalten";"GM0197";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Diphoorn";"WP2152";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dirkshorn";"WP3289";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Dirksland";"WP2377";"Goeree-Overflakkee";"GM1924";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Dodewaard";"WP1094";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Doenrade";"WP2100";"Beekdaelen";"GM1954";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Doesburg";"WP2142";"Doesburg";"GM0221";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Doetinchem";"WP3246";"Doetinchem";"GM0222";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Doeveren";"WP3514";"Heusden";"GM0797";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Doezum";"WP2174";"Westerkwartier";"GM1969";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Dokkum";"WP3391";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Den Dolder";"WP2822";"Zeist";"GM0355";"Utrecht";"PV26";"West-Nederland";"LD03"
"Doldersum";"WP3109";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Domburg";"WP2776";"Veere";"GM0717";"Zeeland";"PV29";"West-Nederland";"LD03"
"Donderen";"WP2916";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dongen";"WP2799";"Dongen";"GM0766";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Dongjum";"WP1372";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Doniaga";"WP2488";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Donkerbroek";"WP1754";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Doorn";"WP3339";"UtrechtseHeuvelrug";"GM1581";"Utrecht";"PV26";"West-Nederland";"LD03"
"Doornenburg";"WP3134";"Lingewaard";"GM1705";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Doornspijk";"WP1846";"Elburg";"GM0230";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Doorwerth";"WP2986";"Renkum";"GM0274";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Dordrecht";"WP2351";"Dordrecht";"GM0505";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Dorst";"WP2959";"Oosterhout";"GM0826";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Drachten";"WP3279";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Drachten-Azeven";"WP3344";"Opsterland";"GM0086";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Drachtstercompagnie";"WP3280";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Dreischor";"WP2677";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Drempt";"WP1520";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Dreumel";"WP1771";"WestMaasenWaal";"GM0668";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Driebergen-Rijsenburg";"WP3335";"UtrechtseHeuvelrug";"GM1581";"Utrecht";"PV26";"West-Nederland";"LD03"
"Drieborg";"WP1422";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Driebruggen";"WP2477";"Bodegraven-Reeuwijk";"GM1901";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Driehuis NH";"WP2836";"Velsen";"GM0453";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Driehuizen";"WP1886";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Driel";"WP1863";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Driewegen";"WP1253";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Driezum";"WP3268";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Drijber";"WP3009";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Drimmelen";"WP2574";"Drimmelen";"GM1719";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Drogeham";"WP3176";"Achtkarspelen";"GM0059";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Drogteropslagen";"WP3163";"DeWolden";"GM1690";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Drongelen";"WP1952";"Altena";"GM1959";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Dronryp";"WP2729";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Dronten";"WP2430";"Dronten";"GM0303";"Flevoland";"PV24";"Oost-Nederland";"LD02"
"Drouwen";"WP1787";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Drouwenermond";"WP1788";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Drouwenerveen";"WP1789";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Drunen";"WP3589";"Heusden";"GM0797";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Druten";"WP2904";"Druten";"GM0225";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Duiven";"WP2096";"Duiven";"GM0226";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Duivendrecht";"WP3568";"Ouder-Amstel";"GM0437";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Duizel";"WP2992";"Eersel";"GM0770";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Den Dungen";"WP2058";"Sint-Michielsgestel";"GM0845";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Dussen";"WP2214";"Altena";"GM1959";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Dwingeloo";"WP3110";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eagum";"WP2524";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Earnewâld";"WP2456";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Easterein";"WP2013";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Easterlittens";"WP2014";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Eastermar";"WP2454";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Easterwierrum";"WP2015";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Echt";"WP2041";"Echt-Susteren";"GM1711";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Echteld";"WP3524";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Echten";"WP3164";"DeWolden";"GM1690";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Echten";"WP2241";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Echtenerbrug";"WP2242";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Eck en Wiel";"WP3374";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Eckelrade";"WP1693";"Eijsden-Margraten";"GM1903";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Edam";"WP1747";"Edam-Volendam";"GM0385";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ede";"WP2764";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ederveen";"WP2769";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ee";"WP3392";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Eede";"WP2966";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Eefde";"WP1336";"Lochem";"GM0262";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Eelde";"WP2909";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eelderwolde";"WP2911";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eemdijk";"WP2238";"Bunschoten";"GM0313";"Utrecht";"PV26";"West-Nederland";"LD03"
"Eemnes";"WP1037";"Eemnes";"GM0317";"Utrecht";"PV26";"West-Nederland";"LD03"
"Eemshaven";"WP3473";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Een";"WP1634";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eenrum";"WP3415";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Eenum";"WP3444";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Een-West";"WP1635";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eerbeek";"WP1114";"Brummen";"GM0213";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Eersel";"WP2993";"Eersel";"GM0770";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Ees";"WP1790";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eesergroen";"WP1791";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eeserveen";"WP1792";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eesterga";"WP2243";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
